id_all,question,statement1,statement2,resolution,percent
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+94fc1dab-63fe-4ae8-92f4-2460bb0feb46+fedbc98e-a5d5-4e37-ae6e-3e5c4edde190,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",turkey,turkey wrap,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+9a05da53-3495-40d9-901c-4dc617617f90+21806bed-65cc-417e-a2a4-e97c614f1422,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",HAM SANDWICH,sub sandwich,0,0.7142857142857143
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+9a1640fb-2065-4da8-8880-64f888d0e085+f577a573-3690-4fb0-8ad3-7adee7c2e8fe,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",snacks,I would be more likely to purchase a snack.,0,0.8333333333333334
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+a82e1c23-6346-4ac7-9215-4a073abf1386+4c9bd9d1-ad96-46a8-884e-541528eb00c4,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",CHICKEN SANDWICH,sandwich,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+d5b14471-51c2-4be7-b4a1-2a9dc1d94f4f+2da863f4-3fa5-44ed-b431-ffc23143157a,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",chocolate cake,A chocolate dessert,0,0.7142857142857143
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+e43b0f0b-99b6-4ead-8b02-21dde69862a0+57eed95d-fe2c-41f7-a7f3-332f0201a975,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",a chicken salad sandwich,I would purchase a healthy sandwich,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+e43b0f0b-99b6-4ead-8b02-21dde69862a0+a82e1c23-6346-4ac7-9215-4a073abf1386,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",a chicken salad sandwich,CHICKEN SANDWICH,0,0.8
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+fedbc98e-a5d5-4e37-ae6e-3e5c4edde190+68ed67b1-286f-47b6-ade8-a3699cef48af,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",turkey wrap,TURKEY SANDWICH,0,0.8333333333333334
5ad5408d-96b8-6037-a5c7-37af23c96935+15fbd474-45ea-46d7-8096-bcad666dbd08+ff0bafdd-cf24-4511-aba0-6146d113b813+ec46dce0-6f83-4527-af4a-ac4e7795873b,"Imagine you were in a RaceTrac store and decided to select an item from the sandwich cooler. These items include sides, snacks, desserts, and salads.  Describe the item you would purchase.",cheese stick,cheese,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+18c76cbe-f242-446d-9c4b-8480eeb6159f+14610c9f-1835-46f7-82a2-5ec4b1c33124+dcdb38ec-9dd1-4bff-982b-cd227d22be8f,"When you think of a combo meal, describe what you would want if you were making a purchase at a RaceTrac.",Hot dog chips drink,Hot dog with chips,0,0.7142857142857143
5ad5408d-96b8-6037-a5c7-37af23c96935+18c76cbe-f242-446d-9c4b-8480eeb6159f+1e4242bf-9513-4589-83c2-2bba43c7a19f+61607398-3aa0-4698-b4c9-aacea99b72f4,"When you think of a combo meal, describe what you would want if you were making a purchase at a RaceTrac.",fresh food,Fresh,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+18c76cbe-f242-446d-9c4b-8480eeb6159f+23e672b1-2925-4058-9036-0fe8663be2ce+5bdf7606-1a53-41ab-93e4-68df638cd23e,"When you think of a combo meal, describe what you would want if you were making a purchase at a RaceTrac.",drinks,DRINK,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+18c76cbe-f242-446d-9c4b-8480eeb6159f+ebf4c60c-7c57-475b-b6c2-4e052138fe67+bece7e4c-6422-471b-925e-90494834fe57,"When you think of a combo meal, describe what you would want if you were making a purchase at a RaceTrac.",FRENCH FRIES,fries,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+12eb437e-6e08-4ffb-afca-09276a22f2c4+1db821fd-ced9-4dce-a591-ab8e87761b01,"Based on your answer to the previous question, why did you choose this option over the others?",easy,It would be easy to eat.,0,0.8181818181818182
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+285d6919-d3ec-4aca-a92f-98e5a9c88e34+c50b9bde-b8e9-4de3-b7d4-de4188391574,"Based on your answer to the previous question, why did you choose this option over the others?",quick snack,"Of the available options, I would rather have a snack.",0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+2edda519-c0ac-42e0-8764-18f932d185ef+ab23f10a-a544-4e76-82c4-c70add374d32,"Based on your answer to the previous question, why did you choose this option over the others?",Best tasting,its the best,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+2edda519-c0ac-42e0-8764-18f932d185ef+cdec3050-9a74-455a-a1e2-f1d358ce56ca,"Based on your answer to the previous question, why did you choose this option over the others?",Best tasting,tastes good,0,0.8
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+3675ceb7-b56f-4d6f-b650-43ccb620ee8d+1db821fd-ced9-4dce-a591-ab8e87761b01,"Based on your answer to the previous question, why did you choose this option over the others?",easier to eat on the go,It would be easy to eat.,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+4016104e-c0b8-458d-b64e-4ed8cad5d053+92eac9da-feec-4c4c-8d01-f39d7f54fd73,"Based on your answer to the previous question, why did you choose this option over the others?",I like desserts,Usually the dessert looks better,0,0.7207207207207207
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+8b0ff4c1-4a4f-4899-b227-cc7a0b7e9706+8e3ec0a7-7bab-4bfb-bbd4-fa2d3d4e4fb2,"Based on your answer to the previous question, why did you choose this option over the others?",If I am going to indulge I should do it in a healthy way,healthy choice,0,0.8
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+99495fee-f290-410d-9411-926bc7033b49+c81e8950-081b-477d-a4b7-a00bdbad719d,"Based on your answer to the previous question, why did you choose this option over the others?",i love cheese,i like the cheese idea,0,0.8
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+d87fe8bc-967b-4d7b-ba15-36264ba5ea2b+a375a96b-f501-4e22-b021-8771cd508349,"Based on your answer to the previous question, why did you choose this option over the others?",I like salads better than the other choices,Salads taste good.,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+e4b606ea-5a12-4918-a5e0-3e3ecd4aa303+abf7d394-2f2f-4d6c-bc7b-413590578b66,"Based on your answer to the previous question, why did you choose this option over the others?",salads are healthy options,Seems like the freshest option out there.,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+e7ee947c-398c-48d0-95c1-55f79dd522dc+1f430ce5-8189-4747-a4ad-dc859b091398,"Based on your answer to the previous question, why did you choose this option over the others?","Of all the things in the cooler, I prefer to eat a salad.",I enjoy salads more than the other options.,0,0.8125
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+e7ee947c-398c-48d0-95c1-55f79dd522dc+a375a96b-f501-4e22-b021-8771cd508349,"Based on your answer to the previous question, why did you choose this option over the others?","Of all the things in the cooler, I prefer to eat a salad.",Salads taste good.,0,0.8076923076923077
5ad5408d-96b8-6037-a5c7-37af23c96935+2892b0fc-c555-4d06-89e9-699487c41c5e+e7ee947c-398c-48d0-95c1-55f79dd522dc+fe8d81d2-16b4-4d9e-83c2-5c130ba66c96,"Based on your answer to the previous question, why did you choose this option over the others?","Of all the things in the cooler, I prefer to eat a salad.",I like salad,0,0.8181818181818182
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+08950f65-2369-4592-a525-3635a4b0f0cb+d66ca6c7-63b8-4e25-b7c8-c54bfe9ae115,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,Bacon,bacon sandwich,0,0.8
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+3a5e8c24-e4a2-4795-b256-d773446da3c5+0ffd33e2-ca28-4fd2-989a-fbc757316850,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,Cheese,cheese sticks,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+3a5e8c24-e4a2-4795-b256-d773446da3c5+c8e48e18-380d-48a1-8a61-dfa43010fb8d,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,Cheese,blocks of cheese,0,0.7777777777777778
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+7618837a-5f6e-48ee-ac1a-0291f9ef112c+7d689526-787d-4527-a856-68c7f1511404,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,ice cream,Ice cream sundae,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+a4568b81-1880-4ae7-a3c8-b86f9d089487+0ffd33e2-ca28-4fd2-989a-fbc757316850,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,cheese only,cheese sticks,0,0.7417582417582418
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+a4568b81-1880-4ae7-a3c8-b86f9d089487+c8e48e18-380d-48a1-8a61-dfa43010fb8d,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,cheese only,blocks of cheese,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+def3943e-fb46-47ed-bc7e-6183ce560d55+7d689526-787d-4527-a856-68c7f1511404,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,Ice cream cookie,Ice cream sundae,0,0.75
5ad5408d-96b8-6037-a5c7-37af23c96935+ddfefd4c-82d4-4e1a-b149-5cc9222aa7b6+ff11a42f-aeaf-4c29-8c7e-5f594ab70f68+08f66d0d-f253-4fbd-8651-7eb913954a35,What’s one food item you always crave but can never find in one of the sandwich coolers at convenience stores?,unique sandwiches,Reuben sandwich,0,0.7
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+1374cf27-b9c5-4558-b5cc-a131a70080cf+3c52d1ca-b7df-808e-7271-6ce46c530cdf+f5a853b7-3e65-312e-2775-cdd23f880287,"After hearing more about RaceTrac’s new smoothie offer, why or why not would you purchase a smoothie at RaceTrac?",Don't know,Not sure,0,0.75
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+1374cf27-b9c5-4558-b5cc-a131a70080cf+6c21f6a5-9eef-ede9-5db0-d7ba4ac45dfd+aba354d1-305f-3419-190a-8afd63a45301,"After hearing more about RaceTrac’s new smoothie offer, why or why not would you purchase a smoothie at RaceTrac?",Purchase one .they sound delicious,Sounds good,0,0.7142857142857143
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+1374cf27-b9c5-4558-b5cc-a131a70080cf+7bfd1684-0554-9e9d-99e2-d6cf5b7a321e+aba354d1-305f-3419-190a-8afd63a45301,"After hearing more about RaceTrac’s new smoothie offer, why or why not would you purchase a smoothie at RaceTrac?",I am interested to see if they are as good as they sound,Sounds good,0,0.7142857142857143
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+79b15aa5-f798-4524-8926-5823807f3515+032fa9dc-0f04-0550-cdd8-8ae7569ee869+d43dbf51-96ee-79b6-b79e-f35d1cb90987,What kind of situation would lead you to purchase a smoothie?,Usually on a hot day,Florida is hot sunny weather is always a good day for ice cold refreshing smoothie,0,0.7142857142857143
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+79b15aa5-f798-4524-8926-5823807f3515+265ca429-c5e3-4114-236e-094d7d259626+676eb334-c7a7-833b-dd43-c965f33dc848,What kind of situation would lead you to purchase a smoothie?,After a long run/jog with my baby in the stroller,After a long workout plan at the gym,0,0.75
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+79b15aa5-f798-4524-8926-5823807f3515+7c562a2b-5778-4c47-c359-a7aaba51180e+a3d06016-3d9e-8973-73d0-1e234a9534a0,What kind of situation would lead you to purchase a smoothie?,When I am craving one,I have a craving for them,0,0.75
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+79b15aa5-f798-4524-8926-5823807f3515+a3d06016-3d9e-8973-73d0-1e234a9534a0+c445ed8f-d64e-cb0d-824f-8f90b07b3bef,What kind of situation would lead you to purchase a smoothie?,I have a craving for them,I have a craving for them on a hot day,0,0.7142857142857143
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+d8ed0414-e3ac-4550-8c97-065b1f6b6b40+be9779f3-8c7f-997e-2d81-5cd7deee3848+d03a7501-3b0a-157e-242c-47fec30f9f85,You go into a RaceTrac and notice they are selling smoothies.  What do you expect from a smoothie purchased at RaceTrac?,Prob not too many options,I don't think they have them,0,0.75
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+d8ed0414-e3ac-4550-8c97-065b1f6b6b40+c6e0717f-2c36-bd9c-889c-45e4b486d85a+ed3dec49-9e62-5ae2-d5a2-c4c1e8551c84,You go into a RaceTrac and notice they are selling smoothies.  What do you expect from a smoothie purchased at RaceTrac?,Made with fresh ingredients,Fresh fruit,0,0.7142857142857143
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+ef184b32-823c-45d7-bfa8-1d4dde6722cf+085184c1-04fd-e85a-c2a2-31636a0d1233+0da5a681-8b1a-2ec9-680a-31f70d5ddf0e,Why do you enjoy smoothies?,I? like the taste,Love the tart fruity taste,0,0.75
5c94d462-82fa-bcf5-7ac7-a2e6753d2ee1+ef184b32-823c-45d7-bfa8-1d4dde6722cf+14dda34c-e932-39fb-4058-65ca1db8ab4d+bec8882d-00e2-4c44-3bcd-a2009994c4c7,Why do you enjoy smoothies?,Because it's a better alternative to milkshakes?,A better choice than a milkshake,0,0.8333333333333334
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+084bb51d-e4fb-4d27-8960-2260d7679ef0+e1326a2a-2047-4219-b46d-25047f27e969,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Limited resource to do it by ourselves,Resource prioritization,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+0ff87a39-13b3-49c0-bc2b-53d802e2a838+002d230f-2dc7-4f2c-b737-6a90be55591a,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Market,Market growth,0,0.75
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+1f338105-d813-4219-a535-07b66a30ac85+9094ec95-3fe9-4158-b586-cc21c256b6c7,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Route to market,expnad market,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+2baf571c-03f7-43ed-b810-24a2fa21747f+8624cdf3-4f24-4fd9-b1b1-451cfb9b5b69,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Right distribution structure with the right SKUs in Asia,Distribution marketing,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+2baf571c-03f7-43ed-b810-24a2fa21747f+d25ca15c-bd56-4cc4-a95e-75f2a0b1e62d,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Right distribution structure with the right SKUs in Asia,Distribution,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+4661eba1-eeed-4769-8314-dd0017291c9a+93edbf89-3eac-4992-9da5-eda585a0611f,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,human resource,human resources,0,0.8333333333333334
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+5eeeb166-491f-48fe-a068-0a515c87db1c+805551f7-5007-4076-a094-49dbdb21be78,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Pricing strategy,price,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+603093dd-242f-4d48-845e-42b1817e584d+8265f4ca-60cd-44f2-aa64-b2bebf9d9683,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Product positioning,Differentiation with other product in the market,0,0.8
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+6fc5c17d-521f-4699-b768-2eb97e173441+002d230f-2dc7-4f2c-b737-6a90be55591a,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Introduce market apporprate products.,Market growth,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+7f2191c9-402b-4290-ac5d-4c2d3d751195+665edcbc-853a-4c24-962d-4cee53562be8,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,"regulatory, investment",How we improve the status quo to match the ever changing regulatory landscape,0,0.7777777777777778
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+ae159f34-6d41-4dd8-8cab-30a632709aa6+94c56756-6c0e-4332-8a8b-69372afa7522,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,lower the cost,Save the cost of local operation,0,0.75
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+b6068bb5-8620-45f5-95d7-a8818083a6f7+0d07ecca-70bb-4ead-9791-b3abe144cfc1,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Bold consumer marketing initiative,mass market penetration,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+e20a4830-f125-4fef-871f-03ecfa62b338+ce1502be-cdca-43de-9a66-f5191c3fcf1c,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Entering of generic products,Competition with generics,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+681d5410-1229-4ae8-95e6-c81144369c31+fc1c5073-91ce-40b2-8e23-2bad0c364747+665edcbc-853a-4c24-962d-4cee53562be8,What do you see as the most important challenges your organization must overcome to achieve growth in Asian markets?,Increase of regulatory requirements,How we improve the status quo to match the ever changing regulatory landscape,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+c1724572-f25e-4b0d-ae95-b0161ae7d0af+8fb54643-3b96-4234-b9d6-7d47324253f4+66372cef-ec5f-42eb-9219-991bc900f63d,"When reflecting on the selection decision for your current commercial outsourcing partner(s), what are the key points of difference that made your organization prefer them? You can use multiple boxes to provide multiple answers.",strong sales network,Sales force size,0,0.7142857142857143
60bb5d55-4593-7713-2130-af24aac31485+c1724572-f25e-4b0d-ae95-b0161ae7d0af+ecc78187-62a8-4a5a-ba20-7511d7832915+febf40bf-e3fb-4a41-b8cf-a8dcb10bb310,"When reflecting on the selection decision for your current commercial outsourcing partner(s), what are the key points of difference that made your organization prefer them? You can use multiple boxes to provide multiple answers.",professional,Professional expertise,0,0.8
60bb5d55-4593-7713-2130-af24aac31485+d6252beb-b6f5-48ae-ae19-6758794fe206+2d061510-922e-4d63-89a6-690a05953060+04b5ed98-7e62-4103-a710-cfbcf9edb05a,"What do you see as the main drawbacks for your organization of commercial outsourcing versus executing sales, marketing and other commercial services in-house? You can use multiple boxes to provide multiple answers.",product,understanding the product,0,0.75
60bb5d55-4593-7713-2130-af24aac31485+d6252beb-b6f5-48ae-ae19-6758794fe206+37b2dba1-08d1-4d86-b44c-33652ffe05fd+0196fa3d-3895-4ff2-8232-6ee4a28a83d5,"What do you see as the main drawbacks for your organization of commercial outsourcing versus executing sales, marketing and other commercial services in-house? You can use multiple boxes to provide multiple answers.",Limited resources,limit resource,0,0.7692307692307693
60bb5d55-4593-7713-2130-af24aac31485+d6252beb-b6f5-48ae-ae19-6758794fe206+37b2dba1-08d1-4d86-b44c-33652ffe05fd+effed23c-5b29-4ce4-9b50-e2f62ac1a0e0,"What do you see as the main drawbacks for your organization of commercial outsourcing versus executing sales, marketing and other commercial services in-house? You can use multiple boxes to provide multiple answers.",Limited resources,More demanding regarding human resources management for in-house,0,0.7777777777777778
60bb5d55-4593-7713-2130-af24aac31485+d6252beb-b6f5-48ae-ae19-6758794fe206+3a65e356-c86a-4da5-9d8a-d0324c4911e7+d5cc869b-32de-463e-baeb-d37ebe6d837d,"What do you see as the main drawbacks for your organization of commercial outsourcing versus executing sales, marketing and other commercial services in-house? You can use multiple boxes to provide multiple answers.",External partner is not neutral,Management of an external resource,0,0.75
60bb5d55-4593-7713-2130-af24aac31485+d6252beb-b6f5-48ae-ae19-6758794fe206+63c7d26e-3979-4c6f-9851-30614b1d470e+275698f1-4d59-4f72-b6fa-a4e220cd519c,"What do you see as the main drawbacks for your organization of commercial outsourcing versus executing sales, marketing and other commercial services in-house? You can use multiple boxes to provide multiple answers.",lack of focus selling,focus,0,0.8333333333333334
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+056699a0-68e4-4e2a-aff4-0c28363cbc32+093df96d-07ca-7e30-4447-7d37e0afb9bb+f424a6a8-6290-0b56-63a6-8c86de43bb5a,What would cause you to use the same provider for more of your healthcare referrals?  Please be as specific as possible in your answer.,Good feedback,Good response,0,0.7142857142857143
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+51ec62a5-f22b-4799-99e3-5f1e6ec1f081+13bb0073-f419-74d2-71c4-5570bff58003+8e30ccc1-dbc3-ded6-075e-c9d0a952dbf2,"Thinking about the organizations that you provided as examples, what do they do differently or exceptionally well that stands out?",Customer service,Make things easy for the customer,0,0.7777777777777778
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+51ec62a5-f22b-4799-99e3-5f1e6ec1f081+1af27022-da60-c128-4164-20435062577b+b6b2c098-fa48-2ccd-a2e2-587a92c45f9e,"Thinking about the organizations that you provided as examples, what do they do differently or exceptionally well that stands out?",Solve problems efficiently,Efficient,0,0.8181818181818182
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+51ec62a5-f22b-4799-99e3-5f1e6ec1f081+37287f6a-cf67-c784-41a1-ec1e33eef33c+97b767ee-a0e3-c87f-9a0b-5a2ed7b1c8f6,"Thinking about the organizations that you provided as examples, what do they do differently or exceptionally well that stands out?",Personal touch,Personal service tailored to a specific issue,0,0.75
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+51ec62a5-f22b-4799-99e3-5f1e6ec1f081+5abd3347-452b-4c61-a0de-fcd54dd69efc+f3c15fb4-9bd2-987f-62a0-731f613a69a3,"Thinking about the organizations that you provided as examples, what do they do differently or exceptionally well that stands out?",Quick to respond to issues,Timely manner,0,0.7142857142857143
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+51ec62a5-f22b-4799-99e3-5f1e6ec1f081+f3c15fb4-9bd2-987f-62a0-731f613a69a3+f7fbd522-3335-c25b-ac15-cf67928c14c1,"Thinking about the organizations that you provided as examples, what do they do differently or exceptionally well that stands out?",Timely manner,"Prompt, accurate response",0,0.7142857142857143
60c97ec3-d2a5-5b7a-2fc7-c10ab027a55c+d2eb9386-37ed-421c-aec0-722c651da785+314a2d11-08db-1575-32e4-881702d32534+a7ecdfb8-4ff8-943c-150a-cd4a0a849109,"For the next few questions, we would like to get your opinions on areas that you believe could be improved about the referral process. When answering these questions, please think about your recent experiences. What are your overall biggest pain points/frustrations with the referral scheduling process today? Please answer in short sentences.",Patients waiting a long time to see a specialist,Long waits until they see patient,0,0.7142857142857143
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+004ed3e4-63bd-47cf-96e0-164746210c57+d8229176-37b7-4ecf-b14e-e6bb89adf55a,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",Good variety,Good selection,0,0.75
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+004ed3e4-63bd-47cf-96e0-164746210c57+f4463773-1afd-418f-9254-d22378f94472,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",Good variety,Wide Variety,0,0.75
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+10443674-8b70-4a9b-8892-5151154e9d88+b4f02691-e01f-4960-8692-d7b8a34ad9ed,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",Helpful Staff,Friendly staff,0,0.8
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+3d914d4e-2c95-42eb-9738-897ac4899b5b+94355fc1-c706-43c9-8ae5-d7bebb0191d8,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",The softness of the pillows,I was feeling the pillow to check how firm they were,0,0.7142857142857143
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+5752e05c-d05a-432f-aed4-8c8f94ac2550+b4f02691-e01f-4960-8692-d7b8a34ad9ed,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",Friendly customer service,Friendly staff,0,0.8181818181818182
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+591d0919-1fb7-4c34-81ba-254227b2f9e2+38cf179e-95bd-48f3-9069-f9a5f9d10384,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",confused,Confusing,0,0.7272727272727273
62fdf940-ca53-8c39-29e3-748cd25431e3+07b2308e-2509-44c2-ba00-abbc49347004+5ae6c4c4-e8be-4ee2-8a70-cadee31fea5e+ab2ebcf9-96f3-4ab9-be4a-fd0b667a1cc8,"Ok now let’s get started talking about pillows.  What do you remember most about your shopping experience for a pillow at Bed, Bath, and Beyond?",enjoyable,It was enjoyable,0,0.8
