id_all,question,statement1,statement2,new_label,resolution,percent
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+60515ec7-8202-4e36-bad2-c46947893d24+5ec935f7-5ae4-4664-b962-c75af0411dfa,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",reasonably priced,Look for it in the Manager's Special section for a discount price,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+64197b6f-cf5e-4867-951a-3efafd94a752+23d86882-bc84-4500-b662-67e3ce1dd259,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?","I would be looking out for the USDA-approved label, as well as ""easy to prepare"".",The product has to be healthy and made from organic usda approved at a fair price.,,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+6a744400-7754-4812-8e28-1385f3c268eb+0a8868bd-b8d3-4d1d-8ab9-fcd545093d5a,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Trusted brand,Quality brand name,,0,0.769230769
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+6ba00377-0766-4a4a-a10a-77d3f1449f9e+33c90228-5e1f-466f-995d-d31b59e8df7e,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",if it was made for fajitas or tacos,Fajitas,,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+722cbed0-90ff-422a-badf-d128ad21bc74+ac112208-7038-48b9-b3aa-ebc12d99b714,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Real meat,"lean meat, no fat, price",,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+72500784-ccb6-467b-b6b8-3fde8a58ee29+fec31f19-ce5c-47d7-9d29-4b284d5ab689,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",cut of the steak and the seasoning,What seasoning is used if any,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+7408ce43-74ec-4e18-906d-5a9f2e6091aa+38d95ba2-ef59-48de-855b-9ced83efb9b0,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",freshness,"freshness, quality, packaging",,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+74573465-00d1-41c1-ba5c-093c4631cce7+1425e6a5-31d9-417f-82b8-4e86b7162b01,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",The brand name,Brand of Food,,0,0.8
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+76b72143-73df-4fd3-8118-b208fe9431d0+bcabc5d1-3208-4cf9-8361-f9d931772676,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",100% beef without fillers,100% beef,,0,0.818181818
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+7cd9f7f9-123a-4037-96e0-332fa9e1383a+2bc7e6db-bc63-46a5-94e6-fc47efb8cabf,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Ingredients,Look at the ingredients  and look at cost,,0,0.8
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+88af98c9-35f7-4f36-b373-1d8b8e60fe32+4b40bfc7-24af-4b90-b09b-e3dcdcf86a2e,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Freshness and redness in the product,"It's freshness, quality of beef, type of cut of beef, net weight price compared to sizes",,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+a0c5a074-e036-4b6c-89f4-108193908147+28aa95bb-6523-421e-a50e-b4c80f38c510,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",visual  quality  of  meat,the meat to look red,,0,0.769230769
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+a0c5a074-e036-4b6c-89f4-108193908147+a93c7759-dd4b-4f0d-a27d-636b6787edd8,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",visual  quality  of  meat,quality,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+a0c5a074-e036-4b6c-89f4-108193908147+af817223-d30e-4dd4-b85d-d1bf77c72009,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",visual  quality  of  meat,good looking meat,,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+a34dd09c-a5a3-4efd-b47c-50b30195eaae+5448d935-c665-4f4f-b284-59e34d78ba8d,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?","Size, price and fat content",less fat,,0,0.833333333
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+b14043d1-7712-452d-b0e0-04e9f81d1aa8+72041089-6dc6-413e-bad4-263c38c2f287,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Good looking design,Looks fresh and like it would be properly seasoned and flavored with a good taste,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+bc28dede-6422-4801-8d90-02dde3988fcd+6038a296-a193-49d1-9ffa-901ce98cdf6c,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",recipe suggestions,i would want it to come with recipe ideas to use them with,,0,0.8
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+c052957e-553f-4b75-8d8d-9fecbba4c53e+93e4483c-5e14-456a-9f95-f9bd18d709ba,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Good cut,cut of meat,,0,0.846153846
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d3df2f2a-7360-4153-91f0-1932f66454ec+3c8fc5ec-a18a-462d-b166-e3f8dca7cec3,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Fresh beef stripes and what kind of beef stripes,lean beef,,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d3df2f2a-7360-4153-91f0-1932f66454ec+aba89ce2-b91e-4337-ac53-7ebf4005aaa6,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Fresh beef stripes and what kind of beef stripes,Type of beef,,0,0.833333333
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d7d34b8b-b2f7-4d97-9c26-5d2dc0edbca1+45a382b8-e8cc-4440-98b1-dd2b974607c8,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Low price,Good price for the amount,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d7d34b8b-b2f7-4d97-9c26-5d2dc0edbca1+92556e5a-68a9-4c2d-b9ef-a53cc4f7697b,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Low price,Price and Quality,,0,0.818181818
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d87f83d2-66af-49b7-a0f3-530cf96714df+4b40bfc7-24af-4b90-b09b-e3dcdcf86a2e,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Fresh,"It's freshness, quality of beef, type of cut of beef, net weight price compared to sizes",,0,0.75
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d87f83d2-66af-49b7-a0f3-530cf96714df+9cca8957-010d-4c23-a804-d787943a1038,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Fresh,It would need to be as fresh as possible.,,0,0.846153846
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+d87f83d2-66af-49b7-a0f3-530cf96714df+d160614c-e30c-49e0-972e-5b67a7c47eb8,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Fresh,Must be fresh.,,0,0.818181818
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+dbd1f0be-ae63-4e86-b398-6279a18120d4+292c4a79-2d1d-40bc-bbfc-6a963c264ad8,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Packaging,Amount of stakes in package,,0,0.8
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+dc457f37-1f55-4ac8-b904-6169913dffc9+4787f50a-1ac6-42a9-bc64-d36e67e0253f,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Good value for the price.,LOW price.,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+e65e77e5-aa0c-4b41-b99d-0ff7f45a075d+4b40bfc7-24af-4b90-b09b-e3dcdcf86a2e,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",First check for freshness and then the price,"It's freshness, quality of beef, type of cut of beef, net weight price compared to sizes",,0,0.818181818
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+e65e77e5-aa0c-4b41-b99d-0ff7f45a075d+92556e5a-68a9-4c2d-b9ef-a53cc4f7697b,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",First check for freshness and then the price,Price and Quality,,0,0.833333333
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+e8b2a0e9-781c-4020-ad8f-66f87305e7d7+9cca8957-010d-4c23-a804-d787943a1038,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",It would have to be fresh,It would need to be as fresh as possible.,,0,0.767123288
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+e9b8daf7-a695-4706-b5d0-9d5cb9c70066+60515ec7-8202-4e36-bad2-c46947893d24,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Price,reasonably priced,,0,0.777777778
4ec6652c-f8f4-8af8-65d5-3541add9b4a7+cb05d3a2-6ee1-4b54-9dab-fa4c4b55eb4c+f1ccbe0b-f139-4ee5-874e-7591334f5179+45a382b8-e8cc-4440-98b1-dd2b974607c8,"Imagine you are shopping for frozen, raw, ready-to-cook beef steak strips in your grocery store. What would you look for in such a product to be convinced to buy it?",Good price value and quality of meat,Good price for the amount,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+5cd7d0ec-a9b0-49a8-a40d-c9c9965d3e74+28023a7c-79a1-4ac3-810b-4d5f574af44f+200f2fab-ca65-45d7-aff7-7ab101037897,What does the Coca-Cola brand represent to you?,Advertising genius,Advertising Giant,,0,0.777777778
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+5cd7d0ec-a9b0-49a8-a40d-c9c9965d3e74+7cb45d74-29c9-4e08-88a3-a99bf1aec2c3+dc8b31ed-7976-4cf6-bf82-ddac97dc234a,What does the Coca-Cola brand represent to you?,best,It is one of the best,,0,0.833333333
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+5cd7d0ec-a9b0-49a8-a40d-c9c9965d3e74+aa3ad4c8-2c07-4906-93b0-4bfaf02e6d5e+77b89ee1-b67c-4ff5-b649-e47d63b285fc,What does the Coca-Cola brand represent to you?,Delicious drinks,Delicious,,0,0.818181818
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+25ae077d-d1e5-4482-afc6-01c748cf70ea+415e20c7-16a6-4693-a967-ac9638a1bd71,Why do you drink Coca-Cola?,I like the unique taste,Coca Cola seems to have a stronger taste.,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+25ae077d-d1e5-4482-afc6-01c748cf70ea+83d086de-0f17-43fd-99fb-849c2045d8b3,Why do you drink Coca-Cola?,I like the unique taste,It tastes better,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+25ae077d-d1e5-4482-afc6-01c748cf70ea+8fac70c7-70c4-4aed-a04f-dc72b24975a2,Why do you drink Coca-Cola?,I like the unique taste,I really like the taste and the quality of the product.,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+30d3eedb-629d-4651-a08a-90078bd6f8b8+b5811ac0-9add-45ba-ae3a-911dbead11f8,Why do you drink Coca-Cola?,Honestly I drink coca cola products mainly because they are so prevalent.,A store is more likely to have coca cola than any other soda.,,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+7680e293-b2fc-4290-af18-39542f173fc1+abcd0101-882f-4001-813e-c82536be0691,Why do you drink Coca-Cola?,I love the taste.,I like the taste.,,1,0.85
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+83d086de-0f17-43fd-99fb-849c2045d8b3+2f1fd7b6-f8e3-4bdc-865b-87ebfcd879bd,Why do you drink Coca-Cola?,It tastes better,"Coca-Cola just satisfies that taste when I want something sugary. I love dark cola, it's very smooth",,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+83d086de-0f17-43fd-99fb-849c2045d8b3+5d08bc35-e8eb-4e3d-a6f8-ad94b930bfb2,Why do you drink Coca-Cola?,It tastes better,it's tasty,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+94c4d4a4-5b9a-4d05-9c3b-2e4b30603df5+c62d385c-80bf-4a22-8806-7cbc687fb7ba,Why do you drink Coca-Cola?,It satisfies,Because it satisfies a craving for something sweet.,,0,0.818181818
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+9c14d380-5501-4246-84f7-5c35465f964a+d12874b2-c567-49e0-a49a-b60c77a4eac5,Why do you drink Coca-Cola?,i like the brand,brand,,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+adeaa199-a5b7-4538-97ef-010540a43a42+07cf52c8-fa78-420a-a59f-25a3ed84fdf2,Why do you drink Coca-Cola?,It tastes good.,It taste great and is very refreshing.,,0,0.820512821
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+adeaa199-a5b7-4538-97ef-010540a43a42+25ae077d-d1e5-4482-afc6-01c748cf70ea,Why do you drink Coca-Cola?,It tastes good.,I like the unique taste,,0,0.75
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+9b89833f-5739-48df-baa3-0aa3b99b0925+c0b5f5d2-6636-4798-be16-30140129043d+3d5fd29f-002b-47ba-baba-de7bc2f339ee,Why do you drink Coca-Cola?,sweet and caffeine,The caffeine is a nice boost.,,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+e810ed4f-436b-42cf-9142-b5d99694b31b+01d89b3e-b8ba-4c6c-8783-5fcbed940dea+20b2473d-0297-4c06-8ff6-d732462c583c,Why do you not drink Coca-Cola?,don't like the taste,taste,,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+e810ed4f-436b-42cf-9142-b5d99694b31b+189eef4a-a2b2-4fa1-9bf5-0f29750e61db+681adbc5-d89e-49f1-aed6-66517abe64d6,Why do you not drink Coca-Cola?,i rarely drink soft drinks,"I dont drink coca cola because im not that in to soft drinks. I prefer water, milk, and maybe juice.",,0,0.777777778
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+e810ed4f-436b-42cf-9142-b5d99694b31b+918dc59e-88bf-4a64-8945-4f8d0ed5a948+4b975a7a-01a0-4d68-9484-ecbd87a00649,Why do you not drink Coca-Cola?,I don't like the taste of coca-cola.,i never drink colas as i do not care for the taste,,0,0.8
50eaf4b4-627f-f7f6-ee47-38bfa27f2820+e810ed4f-436b-42cf-9142-b5d99694b31b+918dc59e-88bf-4a64-8945-4f8d0ed5a948+4f38a513-6dbb-42dd-90fc-939843d6c280,Why do you not drink Coca-Cola?,I don't like the taste of coca-cola.,The taste is much sweater than Pepsi and leaves an after taste,,0,0.75
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+856e277d-aca7-428d-a2d4-8de2b3155ef6+04b677bb-20d3-430c-be4e-13b1d86f091a+74d87ef5-1629-4ee8-808a-88ae07a5d401,What are your thoughts and feelings about Microsoft's brand?,i dont like microsoft,Microsoft is pure shit,,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+856e277d-aca7-428d-a2d4-8de2b3155ef6+87f1035d-e8f7-437f-b699-378dc36d2415+de4b3721-a3c9-45bd-b82b-4b5be441e371,What are your thoughts and feelings about Microsoft's brand?,I'm indifferent to Microsoft.,I really don't have an opinion about Microsoft,,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+856e277d-aca7-428d-a2d4-8de2b3155ef6+b0d8ac08-564e-4ba0-868a-2283c317517a+6f6a8347-d318-4a51-8ebd-e2c902377e68,What are your thoughts and feelings about Microsoft's brand?,windows phones just are not as good as apple,"I think that it is good, but not as good as apple.",,0,0.8
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+856e277d-aca7-428d-a2d4-8de2b3155ef6+b67ad5ac-0ecb-404c-adc2-055bf509ef0b+1fdf664a-758c-4b82-b038-674976d5309a,What are your thoughts and feelings about Microsoft's brand?,Good,i think that microsoft is a good brand that has alot of features and apps available,,0,0.833333333
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+856e277d-aca7-428d-a2d4-8de2b3155ef6+e161c298-9130-4afe-a1ae-972e58f198ed+571a32ed-42d0-4247-94bf-fd9fca7b9a3c,What are your thoughts and feelings about Microsoft's brand?,I like Microsoft,I think Microsoft makes a good product.,,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+10795265-97ff-4865-b0b4-8571ce49f816+6d765b80-b4ed-4d2e-a1a3-c64e4e27eda9,Why would you or would you not purchase the Microsoft Surface phone?,I would have to learn how to use a new operating system.,I am used to the Android system,,0,0.8
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+12fe32cc-0462-4d7e-8680-9d37521ae00e+5211a28d-59d4-4b0d-8a4e-c560a31941d1,Why would you or would you not purchase the Microsoft Surface phone?,Don't like the phones Microsoft has put out in the past.,Have not heard good things about Microsoft phones.,,0,0.8
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+15e1e7d3-9c25-47e8-a134-33ce6cda5bd2+b3f32a2b-0d3e-44c6-8592-e843b92288ff,Why would you or would you not purchase the Microsoft Surface phone?,I don't like change,I would not because I'm more familiar with my samsung and the android brand.,,0,0.8
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+1dac5aa9-3d02-4774-8593-dfafbf282c04+b3f32a2b-0d3e-44c6-8592-e843b92288ff,Why would you or would you not purchase the Microsoft Surface phone?,"It would depend on the features and the cost, because right now I am very happy with my Samsung.",I would not because I'm more familiar with my samsung and the android brand.,,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+2855eb1f-0234-4b4a-9b47-3d13fa93cc5b+984d2a60-f6ae-4d17-a71b-ec1bb918c121,Why would you or would you not purchase the Microsoft Surface phone?,I hate the windows OS,I don't like having the Windows system as the OS on my smartphone.,,0,0.818181818
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+41a7c1d1-a402-4527-ae9e-a85e5d37c10d+a315f42c-7b5b-4471-8589-eced48c751af,Why would you or would you not purchase the Microsoft Surface phone?,Already have an iPhone,not an iphone,,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+4bbf1e6a-068f-40a2-995f-2d6f3e417cf4+caa9f40b-3d55-424c-89de-d09cc5aa2602,Why would you or would you not purchase the Microsoft Surface phone?,Sleek,I would because it looks very sleek.,,0,0.818181818
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+61c90679-48a4-4401-9ded-2a052db1632b+2855eb1f-0234-4b4a-9b47-3d13fa93cc5b,Why would you or would you not purchase the Microsoft Surface phone?,i would not purchase the phone as it uses windows as its OS,I hate the windows OS,,0,0.833333333
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+61c90679-48a4-4401-9ded-2a052db1632b+984d2a60-f6ae-4d17-a71b-ec1bb918c121,Why would you or would you not purchase the Microsoft Surface phone?,i would not purchase the phone as it uses windows as its OS,I don't like having the Windows system as the OS on my smartphone.,,0,0.8
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+675111a6-fb48-4baa-87ab-27a5400a0b39+cdf16e23-d032-483d-af7b-2dd0a1e6c785,Why would you or would you not purchase the Microsoft Surface phone?,"I wouldn't purchase the phone, only because I am content with my current apple device.",I am an Apple user,,0,0.75
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+7c44f61e-2ebf-475a-85d2-2d40871d735d+12fe32cc-0462-4d7e-8680-9d37521ae00e,Why would you or would you not purchase the Microsoft Surface phone?,I would not purchase the Microsoft Surface phone because I do not like Windows phones.,Don't like the phones Microsoft has put out in the past.,,0,0.833333333
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+7c44f61e-2ebf-475a-85d2-2d40871d735d+c66bf6aa-3f6e-40b6-aa96-e4d045206ed2,Why would you or would you not purchase the Microsoft Surface phone?,I would not purchase the Microsoft Surface phone because I do not like Windows phones.,"I don't trust Microsoft; Windows is terrible, and that's their trademark.",,0,0.777777778
534f6bb2-43bf-a86c-9d75-eadcd1651a5b+f8bda0be-c39a-4c47-98d8-7b3afff0d328+baeed7b9-1419-4fe5-9d59-18b5609324f9+04f5577d-ed1a-4d2e-a3fd-4ea98db84968,Why would you or would you not purchase the Microsoft Surface phone?,for its innovativeness,It's new and exciting.,,0,0.8
542d4efb-3ccd-3edf-6b56-a8a28bb53368+1930d602-b9fa-447d-871e-ebb95f680f94+0520afe2-17ae-44c8-8aa6-5bf7bb09880a+3a1a295f-7666-4a67-beca-b9ec2d5887bc,What do you do you think are the main messages that the ad is trying to get across?,Drivers win when they use our insurance,good drivers benefit,,0,0.818181818
542d4efb-3ccd-3edf-6b56-a8a28bb53368+1930d602-b9fa-447d-871e-ebb95f680f94+5a0c031c-311a-4d24-bcc7-19ffbfacddeb+3cc564a9-940b-4fa2-8332-41caf6bf7a5d,What do you do you think are the main messages that the ad is trying to get across?,get rewarded for safe driving,SAFE DRIVING,,0,0.777777778
542d4efb-3ccd-3edf-6b56-a8a28bb53368+1930d602-b9fa-447d-871e-ebb95f680f94+63de4436-0acc-4d5c-bc9d-3fb79510baca+0520afe2-17ae-44c8-8aa6-5bf7bb09880a,What do you do you think are the main messages that the ad is trying to get across?,that drivers get a great deal,Drivers win when they use our insurance,,0,0.75
542d4efb-3ccd-3edf-6b56-a8a28bb53368+1930d602-b9fa-447d-871e-ebb95f680f94+6990eefd-dfae-4798-ae9e-1ec4064430ab+ca933d4b-2e99-4a2d-a930-839d5f48dfa9,What do you do you think are the main messages that the ad is trying to get across?,I have no idea,no idea,,0,0.777777778
5583e83d-f55c-f286-08c8-fb181a2d4eca+7aac1362-8812-4120-ae62-c6e5053c56d0+9c9c2183-8a95-45d9-9293-c07c0324b8f9+d6b9219c-7109-405b-a43e-e004049a9690,What do you do you think are the main messages that the ad is trying to get across?,Feel great after saving money,That you can save money by comparing and feel good,,0,0.8
5583e83d-f55c-f286-08c8-fb181a2d4eca+7aac1362-8812-4120-ae62-c6e5053c56d0+acc2b06c-3f8a-43a1-a5fc-19f0d986b2f3+8c1ef87c-5629-4836-b69e-5dfd81c2bc9d,What do you do you think are the main messages that the ad is trying to get across?,Comparing prices can save you money,Compare,,0,0.75
5583e83d-f55c-f286-08c8-fb181a2d4eca+7aac1362-8812-4120-ae62-c6e5053c56d0+b60dd0f3-0f8d-44de-8540-d716f126b17b+d6b9219c-7109-405b-a43e-e004049a9690,What do you do you think are the main messages that the ad is trying to get across?,SAVE ON YOUR INSURANCE WITH MONEYSUPERMARKET,That you can save money by comparing and feel good,,0,0.777777778
57c9e67a-6bfa-7f7a-4e56-7c20ece834e2+3562016e-d0a1-44e0-a7b6-ac5022a1aec3+135e2d3a-91d0-48de-b847-7988524baa05+67cc4a7f-d429-4cab-8276-ce09dedf1009,"Thinking about the Sodapalooza cup offer, what is most important when deciding to purchase a Sodapalooza cup?",how many times I could use it,The cost of the promotion compared to how many times I'll visit.,,0,0.777777778
