sentiment_hq,statement
0.620575905,Access to a doctor through video call would be helpful.
0.7203131909999999,Coffee Any Way You Like IT
0.969432473,fresh meat
0.419215351,i don't think the training case is a real training case
0.005228048,I'm nervous it will have poor taste and waste time.
0.272824466,it was very bold
0.8207013609999999,Last as advertised or longer
0.297169685,Federal and State HIX
0.994934917,creative and great for the marvel fans
0.307756484,"Size, price and fat content"
0.706711471,Make mint chocolate coffee
0.517345071,online visits
0.488944411,Possibly have kids
0.3800857070000001,Subsidies for middle-class.
0.8907555340000001,Be relatable and find solutions despite not having insurance/converage
0.426774859,I would try it because it's new
0.902195752,have some fancier
0.0036258809999999996,It wasn't fun they tried to hard to make a sale.
0.284853607,Small businesses
0.125393331,I would look for leanness and freshness of meat
0.437890351,only one candidate has true leadership experience
0.871995926,They were very knowledgeable
0.586611688,Chaos disruption
0.959542096,I am on the go a lot and very active outdoors.  Can use when I am outside to keep hands clean
0.474116117,Keep offspring on parental insurance until 26
0.919172168,Have seen her in films before and think she's a great actress
0.9588620659999999,Jitterbug flip seems to be perfect.
0.33044666100000003,make it easy
0.823490202,Clean diaper area
0.610081255,Lunch sandwiches
0.867716432,"obesity, skin condition"
0.780855417,to keep snacks in
0.082104072,"I saw it not packaged, not sure how it was packaged"
0.818570554,I think about coming up with new recipes.
0.9480848909999999,More understanding of patients
0.8390302059999999,Eliminate medicaid expansion and allow block grants
0.352972925,the chicken is antibiotic free
0.829623342,professional
0.436934143,Tuition
0.37532973299999994,done with survey
0.263584256,Funding of the act.  Mandate of purchase of insurance.  There will likely be expande private options
0.41186392299999997,"It would need to be an easy process, that seemed fun at each step of the way."
0.709161878,the only lady i knew
0.9800894259999999,"When I make salsa, I use them to store the salsa to keep it fresh."
0.499509931,eat out of storage container
0.39728778600000003,Does he accept Medicare?
0.6149340870000001,frisbee playing outside
0.7635011079999999,Hold up under reasonable use
0.968235373,It is appealing because it is very detailed and the product has many features I look for.
0.9204999209999999,Nice
0.18851904600000002,Premium depends on your driving style
0.867643356,This sounds like an interesting pastime.
0.990071774,I use the rewards program because it is a great program to keep me coming back for more.
0.617854834,STORE FOOD IN FREEZER
0.9542867540000001,it is very good
0.430228144,Increase the uninsured population
0.95610404,"My city is small one but nice, friendly people and clean."
0.8823272590000001,healthy to eat
0.117024608,Insurance companies would not be forced to insure people who don't pay their premiums. Losing $
0.138531342,Dry foods
0.204129502,No fake meat
0.218134925,Be more customer-centric
0.547206223,put sandwhichs
0.294807345,still old
0.005204606,I was not pleased with the level of customer and lack of professionalism.
0.322217077,"Burger, fries and a soda"
0.337160319,the small printt
0.587087512,Hospitals would need financial support
0.9759446979999999,has the ability to function in different types of road conditions
0.8569766879999999,"No matter the road conditions, the tires will keep me safe from harm."
0.585430801,phone call
0.252554596,"More uninsured, cost more when uninsured wait too long to seek medical attention"
0.611779451,Physically fit
0.049580640999999995,"Fences were broken,had new fences put up"
0.678120136,increased  efficiecy
0.9878918529999999,Refreshing and Sweet
0.651430845,It's the same as any other phone brand
0.38477397,It would be a good idea to  have more doughnuts available throughout the day so they don't run out
0.9489381309999999,ease of scheduling
0.837681234,I liked the size
0.504313648,freezer meals
0.7133307459999999,shuttle to campus
0.228801355,I probably would stop shopping at that store
0.014145556,wasted time undoing everything
0.882189333,healthy lifestyle
0.537614167,Will withstand natural wear and tear
0.945765495,re-evaluation of essential benefits
0.570215762,will last tell i need another one
0.931901932,Offer an option that allows the customer to Ok. Ichoose the channels included in their cable package
0.17605629600000006,Points don't expire
0.9197444920000001,will this help productivity
0.5205674770000001,The milions of people who are now covered through insurance will lose.
0.663546383,"The mandatory insurance requirement, the tax increases and medicaid expansion"
0.923208535,how fun it would be
0.456145436,Wanted the doctor to be female
0.261541784,I would save Money
0.388124555,the initial cost
0.900371611,I enjoy the food that Qdoba offers
0.973282814,what makes it appealing is great low price
0.7122810479999999,Share your technology.
0.396267861,I FELL PRID FOR BEING A NATO COUNTRY
0.014733451000000003,They don't belong in business
0.085737906,When this happens i just don't buy the items because i know better.
0.657241583,I'm pro-choice and want barriers to women's reproductive health eliminated
0.915284455,For specific projects where celebrity input is needed.
0.979018807,Good pricing
0.108918801,i do not enjoy shopping at wireless stores
0.761224985,a chicken meal
0.750227153,kills germs
0.575621486,I use plastic bags for liquid garbage so it wont leak.
0.741066813,Variety
0.960962355,I was impressed with the service
0.164136618,"This make-up, brand, and products are targeted for an audience older than I am."
0.9881497029999999,The machine looks clean and efficient.
0.33545941100000004,All of it in it's entirety
0.678400338,knowledge
0.390982837,gender
0.58973515,put qtips in when I travel
0.884553313,keeping me well
0.9781196120000001,Good tires that will hold up
0.901980102,Salespeople are friendly and knowledgeable
0.54225874,I haven't enrolled yet. Employees used to ask me if I was enrolled in the rewards program but don't
0.9891946909999999,i use it for my kids lunch and also to store everyday stuff around the house
0.208108529,Reliability in my tires means not getting a flat easily.
0.682304263,Affordability mandate for employers
0.49449640500000003,Recognize the ingredients
0.591931105,It looks like it would taste good.
0.791661203,Covered by health plan
0.961324692,A really interesting thing to learn how to do
0.023629935,Too many moving parts for simple coffee
0.9743183259999999,i love freshly brewed coffee
0.319272935,il wont die
0.9914949540000001,Young looking and perfect fit for barbie
0.536950052,When I go to the can recycling place.
0.993006825,"Attractive packaging, food looked tasty"
0.9222469329999999,The VA chose my doctor for me.
0.055596440999999996,realize that one size does not fit all
0.373449951,I would only buy if I could choose the colors I would be getting.
0.686950088,mandate for paticipation
0.57013762,It shows for sliced chicken breasts ready in 5 minutes that's a good meal
0.7222647670000001,I would buy it for a quick dinner idea.
0.154755026,Phone cost
0.977702618,good trtaction
0.023091070000000002,No Substantial Changes since so many Americans are currently covered and paying portion of cost
0.9310176370000001,i just love dunkin
0.7811567779999999,The picture made it just look good
0.738152087,That I'm safe
0.032145999,I wouldn't change anything
0.61570859,Can your phones be used for Uber or Lyft?
0.527473569,free items
0.32760787,I likely product in the picture
0.20361252100000002,I am not limited to what I can purchase
0.920011342,Interaction with a real person.
0.642999172,A sandwich
0.907073617,portable
0.253987074,A lot of products that I won't use
0.941560209,We will be able to personalize all of the treatments and medication we would need
0.993151963,"its fresh , tasty, authentic and healthy"
0.8510076999999999,Treat people as individuals
0.933956563,I feel customer service is very good.
0.194495335,talking with sports players
0.16996471600000002,no abnormal wear
0.924725771,Quick and easy
0.859035015,Colors available were impressive.
0.026123475,Fence post was rotten
0.297172755,They're not sick
0.032761328,I need the shelf to put my books on and it came lose from the wall
0.8510134220000001,better drivers get rewarded
0.9600991609999999,The staff was attentive and very helpful
0.99724704,great quality
0.9599933620000001,I had a wonderful experience with my salesperson. He was very attentive.
0.189600989,We don't make you pay for other people's bad driving
0.442653745,Make app optional
0.991050005,Assist on the overall growth of the country.
0.066839963,fear of disappointing with less than extravagant gifts
0.07871934,dont pay for careless drivers
0.9272576570000001,Fast service
0.975090563,Safety means that the tires performance ensures the safety of my family.
0.7504053709999999,The snack looks inviting
0.482246041,I would like to do it with somebody
0.328089178,I would purchase the product based on the natural ingredients and the look of the chicken.
0.445787579,Can it be used on the T-Mobile system?
0.5981234910000001,nails
0.096269608,It needed the holes in it repaired
0.17796325699999999,I would be angry
0.750980139,Black forest cake
0.319841981,need to get gas
0.979586363,Easy to understand resources to explain the process.
0.023464267999999996,When the sales person does not push for me to buy things I do not want.
0.919914007,its more convenient if I have them at my disposal
0.564023316,It sounds like an interesting concept
0.051981822000000004,wouldn't have used
0.11435022199999999,My Mom is computer and phone illiterate and needs something simple and cheap.
0.307279855,You shouldn't have to pay higher insurance for other people's bad driving.
0.976667643,I can't wait to get a cold drink and feel the store's A/C!
0.41731730100000003,kids movie
0.572558463,The store was well lit
0.7578789,Be more patient
0.9476938840000001,GOOD LEVEL OF EDUCATION
0.711013615,SHE IS THE MOST QUALIFIED CANDIDATE AND HAS A LOT OF EXPERIENCE
0.672908962,The initial investment in terms of equipment could be expensive.
0.8524705770000001,colder weather
0.9480378629999999,The person there named Susan who helped us in the store was very nice and helped us with questions
0.8643692140000001,Mandatory men's/Women's Care
0.144663155,It is very expensive
0.9616097809999999,Fast customization is a pro
0.607252121,Testing the products
0.973074496,Love the taste
0.9475288390000001,playing outdoors with my kids
0.350170076,Costs for the self-insured were driven through the roof in some states that did not choose the Feder
0.66540736,The individual mandate and Medicaid expansion
0.245267108,I think that pros is that Ayurvedic medicine can help when regular medicine does not work. There is
0.946392417,Technology will provide faster test results in the future.
0.9646825790000001,I use them to carry a wet coth in to wipe off the kids with
0.031670172,HE WAS BUSY AND DIDNT SEEM VERY ATTENTIVE. WE DID NOT STAY LONG.
0.956038713,I use social media to engage with friends and people who have similar interests.
0.89397186,"i would buy it because looks tasty , healthy and easy to cook"
0.662881374,Try to eliminate the Whole Reform first
0.595184088,It comes from the most desireable parts of meat
0.996464074,Great Food.  Great rewards
0.987824857,Easy to cook steak.
0.5876935120000001,Clean off make up
0.064790852,to freeze premade meals
0.242166832,safety means that they will not hydroplane
0.420299649,to store dog food
0.52208817,door has dropped
0.803066313,Activities happening in Orem
0.561498642,To keep weed in!
0.99508369,Great for picking and choosing a stocking stuffer for yourself and your friends and family.
0.7066609859999999,Removal of the beurocratic federal structure needed to support the act.
0.569629133,Quick Buzz
0.74069041,when ever i need to clean my hands
0.930997133,I liked the shape and look of the bottle and the font on it
0.12450476,wont pop on you or wear down
0.8823817970000001,I LIKED WHAT I SAW
0.589841366,store small craft items
0.001551844,not worth the money
0.028289277,for kids not relevant
0.022020677000000002,Not voting is not a viable option
0.964689255,Love the picture of the product
0.506092191,For boys
0.9859329459999999,Exciting! Those are very expensive items. $65 for all of that is a great deal.
0.605869055,chicken
0.34549117100000004,"Store excess cooked bacon, shredded cheese and other  small leftovers"
0.653289616,That the package contents are the basis for preparing a quick meal
0.971244752,Tires that can stand up to changing conditions.
0.567397833,Better tests for evaluation
0.9901995659999999,Preform as advertised for full duration safely
0.572753608,Make more variety of specialty drinks
0.098489411,Price portion size taste
0.593033493,Too early to tell
0.608286619,holidays
0.209170148,I expect it will be more expensive
0.822025538,good for people with small children
0.018129431,Downstairs toilet was leaking
0.794253051,"Exchanges, mandatory coverage, decreased reimbursements and expansion of medicaid"
0.08734153199999999,No one offered
0.793403566,support the army
0.708661854,"they learned by, what are they doing, to help their customer get better with their health"
0.8937172290000001,"I use old ones for small parts, nuts, bolts, screws, etc in my workshop"
0.783806145,being quick at getting the inormation i need
0.638508022,There is still plenty of tread on them when its time to buy new ones.
0.779881895,it focuses people on improving their health
0.916140258,I'd like the world people to never have to worry about starvation ever again.
0.912301123,The weather is great
0.9460265040000001,I like new technologies
0.7294189329999999,It had detailed information
0.9563235640000001,Good soda.
0.751232624,finding the newest phones
0.43716883700000003,The words on the box
0.058885068,Mormon society says women shouldn't be business women
0.025868158999999998,Pretty stupid stuff
0.23108303600000002,Sound like something I would want to buy.
0.635059416,High End Car
0.944874287,A good healthy diet
0.71886307,Easy contract offers
0.700694501,change my canistersand storage jars 2 months ago
0.00946894,get my money back
0.990634263,visited them online and shopped the products. I was very pleased to find a budget offering.
0.094065182,Left over food
0.785732746,freshness
0.9168816209999999,The shoes fit well
0.21697470600000002,i hope no much
0.49248653600000003,defunding ACA
0.21482047399999998,Taxing for not having insurance
0.337135643,Cute storage might not be able to see contents
0.34333780399999997,I would hope it is less expensive.
0.958662331,"They are well-manufactured, have good traction, and will not blow out easily."
0.273959637,Misconceptions about the majors
0.676302671,You can have steak in an easy manner
0.12459538099999999,My initial interaction was not great as I was working with a new employee.
0.37211123100000004,All but the pre-existing conditions portion
0.22164233,sounds time consuming
0.5997233989999999,Premium subsidy
0.897998631,Having the ability to provide for my family while I attend school with limited work opportunities.
0.775249898,First check for freshness and then the price
0.596994579,kjhkjh
0.274694443,There need to be more options to choose from
0.364553064,cooks in minutes
0.879531622,"Being healthy, taking responsibility for your life."
0.390945524,"If you don't use a lot of the products in the set, then you might be better off skipping this offer."
0.004441035,cup is too small
0.714871466,insurance exchanges/marketplaces
0.844774783,increased unreimbursed care
0.237537131,Packaging is plain
0.987516105,fresh cob salad
0.927747071,It's nice.
0.012455647,not fresh
0.164763451,sub sandwich
0.40982478899999997,To store leftovers
0.662801683,Making sure you get to your destination safely.
0.676984012,I help out a local business
0.789060295,"The exchange, federal funding for Medicaid, pre-existing conditions, essential health benefits, sub"
0.932761133,Safety means to me that I can trust my tires to get me or my family to wherever we are going safely.
0.9291335940000001,"Exchanges will go, mandatory coverage"
0.6911772490000001,relating to patients better
0.18295319399999999,"It gave ingredients, facts about the chicken used"
0.60986644,Manate on businesses
0.357583255,make a complaint
0.7044876809999999,cross access to medical information
0.65719020399999994,skillet
0.79165411,casual
0.7835643290000001,Easier log in
0.525054872,"Reliability means that no matter what the weather change may be, you're tires will be reliable."
0.071747385,"This program isn't the same as seeing an actual, licensed doctor who can prescribe healing."
0.9645825029999999,the offer contains the products that i like to purchase from estee lauder for a fantastic price
0.221448034,We do not need NATO to work with other countries
0.933247745,have control of vehicle and handle good
0.953754962,healthy option
0.840341687,Faster diagnosis
0.953086317,"No wait time, and fast service"
0.454849601,I want the tires to last
0.337659389,high cost
0.43620356899999996,Could have a bigger screen
0.10782958599999999,I would ensure that the store gets fined or closes.
0.7764313820000001,It's harder to tell at a department store with so many products.
0.7078017,hot
0.22585654300000002,Hospitals would not have insurance coverage from patients
0.96422106,I am excited by this offer
0.843790293,"Able to resist wear, decay"
0.665425897,mixture of products
0.657150745,"If anything this culture is the cause to everyone's depression, to high of expectation for everyone."
0.729215085,battery life
0.967409492,Good to use
0.47861015799999995,"insurance exchange, free preventive care, Rx discounts, fraud protection,"
0.938027442,fresh
0.525969505,Made to last
0.306147337,Work hard to make things right
0.86255759,Appetizing photo
0.99259001,good quality
0.968806207,Looks fresh and like it would be properly seasoned and flavored with a good taste
0.980055213,"It seems thrilling, action-packed"
0.496320039,Bengali Channels
0.27322509899999997,why do this
0.676027358,i'd like a cold treat
0.034376952999999995,Not enough time
0.839382112,Reliability is important especially after spending as much money as tires usually cost
0.9098804,Seeing many doctors. Doctors to work together to give you better health care
0.656862021,I would cause its fresher.
0.9884194140000001,the entire package held good information
0.9422912,it's easy to use
0.005675484000000001,boring packaging
0.425191551,Hi Hey Hello How Are You Hi Hey Hello How Are You Hi Hey Hello How Are You Hi Hey Hello How Are You
0.029019125,I would not purchase frozen chicken
0.9742604490000001,fresh n quick
0.112157583,DONT KNOW
0.864328265,Durability means they will last a long time no matter changing conditions
0.9580261109999999,durability to me means that my tires will hold up in all kinds of driving conditions
0.436808318,Store frozen meat
0.919147968,provides security
0.6970446109999999,existing phone works fine
0.950549364,Direct Line provides good motor insurance
0.879673481,Events going on around town
0.536235035,I wish you would accept PayPal payments.
0.640732706,This phone would be a good fit for my mom because of its simplicity
0.945124209,The Canadian Navy play an active roll in training and protection
0.262542546,I would store the cereal in a bag to eat as a snack and in the bowl if I wanted to add milk to it.
0.8694807290000001,Getting what I need quickly
0.423795521,save money
0.914221585,i think that microsoft is a good brand that has alot of features and apps available
0.506389976,This is another statement
0.982825756,"Helpful, courteous staff"
0.88562214400000006,Mandatory participation.
0.947748184,seems like a good deal
0.9777521490000001,I use the rewards program because it offers me rewards whenever I visit.
0.185968474,I didn't have any vendors
0.176541224,low fat diet
0.8350348470000001,requirement for insurance coverage
0.9733998779999999,Love the color of the product
0.992225826,convenient and easy to use
0.329016358,it would have good flavor
0.905168355,"Easier to get in to see the doctor, clearer understand of what my insurance does cover"
0.502463818,"Pre-existing conditions, subsidies, regulation"
0.55133456,Not worrying about them
0.96942234,treat them like family
0.8820351359999999,he is a family doctor
0.961451352,I use it to put snacks in the container
0.8109545709999999,The price and duration of the free refill offer
0.980554402,Work on a detailed plan to reduce air polution.
0.598340631,cleaning or washing
0.61540544,Had all their products on display
0.505371153,The culture is the reason for the depression rates being high.
0.643192589,former doctor's recomdation
0.512557924,change lighting
0.294545054,need to get surgery to be radiant
0.119051561,I'm tired.
0.3804079,To store dry goods after their container has been opened
0.834115684,more online care
0.38410186799999996,"A hot item like a hot dog or burger, a snack like a bag of chips, and a drink."
0.599505663,CMMI
0.7937435509999999,Hot Beach Rides
0.264152736,doesn't slip
0.117357083,Small amount of cheese
0.583540678,increasd financial burden on proivders
0.058982309000000004,Will only parts of the ACA be repealed or only partially?
0.956967652,It is a good deal.
0.516364873,even uee
0.984270752,Durability means they can stand up to tough terrains and will last awhile in normal conditions
0.49090895100000004,expansion of medicaid
0.652754009,more time in life
0.971393287,A fun looking container to store food in
0.308816016,i might not be alive then
0.9679528479999999,storage for homemade cat treats
0.21000690800000002,Consumer confusion
0.689833283,Make online data available for patients
0.470905781,Ready in 5 minutes
0.9727846379999999,Summertime means warm weather and outdoor fun.
0.07857576,"medicaid expansion, bundled payment"
0.13059675699999998,Penalty for not obtaining coverage
0.6903210879999999,There were a variety of plans
0.933797598,purpose of solution
0.79311204,Time with patient
0.643644631,Make Utah more welcoming to all ethnic groups and religions
0.34954145600000003,"The entire law will be repealed/replaced with a more effective, comprehensive, and sustainable law"
0.99314463100000006,good quailty makeup for  a great price
0.576813221,cheaper than her old phone that she had to buy minutes for
0.883407354,sounds like a good deal
0.740153849,Exercise is important
0.6828415390000001,"It would be freshly ground and brewed, which is certainly appealing."
0.076964937,heathy is not good
0.039998002000000005,deceived
0.7059420940000001,people don't realize how valuable women in business are
0.6118613479999999,"Pro: reduce pain, increase energy, availability is more flexible if online"
0.9431002740000001,I m ust help ensure our safe and democratic future.
0.41806221,It will set progress back
0.838876367,special coupons
0.063773491,I  wouldn't because I don't like the style
0.308922231,Unlimited amount of refills
0.46408200299999997,To earn free food
0.71255362,Bringing lunch to work
0.40914118299999996,Home brewing seems time consuming.
0.981175184,I use it when packing lunches and snacks and for leftovers.
0.073652357,I would learn from my mistake and be weary of that retailer in the future.
0.416579634,long
0.9127420190000001,Good
0.154333577,Someone is trying to make it sound as if this is much better than anything else on the market
0.7689673309999999,Everything except pre-existing conditions and dependents.
0.928310931,It's easy to see where to go to get help.
0.889734149,packing in my children's lunches
0.41568383600000003,Available Activities for free on orem
0.986860871,"Easy to use, and you get free food!"
0.078754626,The manager didn't even know how to link them.
0.690669835,hold other items
0.583299518,Cuban Auto Style
0.963253617,"I love qdoba, especially free qdoba"
0.743475735,Are they in my insurance network
0.775354028,Laser hair removal will make you beautiful
0.822981238,You can barbecue it or put it on a skillet
0.9493827220000001,getting big muscles feels good
0.972341895,Relaxation in the nice weather having cold and refreshing drink
0.9628138540000001,Safe secure
0.483825952,Will it fit in my cup holder
0.9888045190000001,"It was a good experience, they were very knowledgeable and friendly."
0.937839925,It makes it easier to learn about things
0.12266358,means they wont fucking rip apart
0.567172766,not having a blown out tire
0.48465859899999997,More uninsured individuals
0.033250131,can not see product in the box
0.987531245,Good selection.
0.59932667,If it were for full size clinique products i would buy it in a heartbeat.  I
0.310036093,sandwich with fruit and cheese sides
0.364012182,medical device tax
0.018488733,not good
0.685247004,Looks like it tastes good
0.926654458,Requirement for all citizens to purchase insurance
0.580034733,Storing non-food
0.592712283,To store pre cooked foods in bulk to freeze
0.7549159529999999,Open minded holistic doctor
0.530319035,I will see the doctor more ofter
0.147207514,it is never flat
0.400882632,Killing germs
0.746313095,It shows that you want to try different things
0.218898654,What are the sizes of the two phones shown?
0.9928695559999999,very good quality and coverage
0.542878211,I will work at a hospital
0.658400357,to stop the rain coming in!
0.7115772370000001,"information from the High Schools about concerts, plays, etc"
0.029826598,I wouldn't buy one because apple is Immoral
0.564997792,Innocent people will die
0.809251785,It's a more frequent occurrence
0.7043445709999999,i support local business
0.1146788,it isn't fast food. don't rush
0.525983334,hi hi how are you
0.7508974079999999,Signature they specialize in this product
0.968561709,Helpful staff
0.686677098,New products added to bill
0.826337755,safer drivers save money
0.063795716,meat on a pita
0.24210658699999998,The baby could pull it off
0.414764464,Tread
0.855446458,All natural
0.962730408,I already answered this question
0.8028732540000001,Craft beads
0.514693141,Have more employees on staff to make more coffee at a more expedient great.
0.34380233299999996,The customer service representative listens carefully
0.10064377599999999,Im not sure where to get the materials
0.093204737,No hormones ever
0.9572691320000001,These men and women are selected and trained to protect the uk
0.993987501,Good storage size for snack food lunches
0.9509172440000001,Lots of value in the package
0.068723299,healthcare should not be like a business
0.398491204,the replacemet would be needed immediately
0.8736339209999999,Greater use of precision technology
0.250038207,Lower the prices
0.051116299000000004,"The cart wasn't explained by anyone involved with the university, had to ask friends for explanation"
0.24855731399999997,"It's not a ""mother major."""
0.739539385,Quickly prepared beef
0.467030555,I expect there to be more visits using the webcam live and be more automated and quicker.
0.747250557,High pressure from Mormon Church
0.693795562,Mandatory Mandate
0.849268496,"This is a manageable disease, but there are a lot of things you have to consider every day."
0.051503677000000005,"Actually, i did not choose my doctor, it was assigned to me. By the way she is not even a doctor. Sh"
0.150957555,They will have a hard time learning how to use a new phone
0.942658067,Having knowledgeable sales consultants and a variety of products improves the experience.
0.22594308899999999,"burger, chips, drink"
0.967205167,improving quality of care and natural medication that is not harmful for my health or environment
0.960879505,I love the food at Qdoba's and I like to take advantage of new promotions. I frequent Qdoba's.
0.84124893,duration and whether I'll be in town then
0.147423714,I honestly found the consultants rude and I waited forever.
0.5683248639999999,toys
0.666851223,Have it on a key chain more easily accessible instead of using an app
0.837970793,Compulsory coverage
0.912906766,energy just for you
0.017207688,"I would not, because Apple is a terrible company"
0.018327853,not happy
0.234914973,"negatively affect hospitals and ERs, longer waits, etc."
0.305629224,"Changes in plans, infrastructure, city services, fees, etc. Also, zoning and council issues coming"
0.894055188,more efficient
0.9463766220000001,our royal navy work with other countries to protect britain
0.9193495509999999,I like all of the products some i have tried other i have not but i also love the idea
0.86230123,Summaries on city improvements with links for more info. Discuss what we all can do to reduce carbon
0.928557456,Staying Safe
0.304076135,Usually the dessert looks better
0.338616431,Dark chocolate raspberry and macadamia nuts
0.7836288809999999,I must see it as something appetizing and the label should bring a lot of color
0.245145455,Less criminal activity at night.
0.968298852,Having no problems with or because of tires
0.820937038,traveling
0.016378993,the picture on box does not look good no color in frying pan with meat
0.070982963,"The candidate Trump, is t logical choice becase of his experience in business and running this"
0.965410054,I can always depend on my tires for not only driving but also safety.
0.093408965,Didn't know
0.027048402000000003,The experience was average. They were of some help but couldn't answer all of my questions.
0.8609528540000001,Hold bars of soap when traveling
0.338404834,drug free
0.012207431000000001,too much product
0.784276903,speaking to live person
0.743008852,The shape and size of the cup was interesting
0.093930505,Rewards not as good.
0.995308161,Classy and elegant
0.977827549,IT's good!
0.535591602,more visits
0.507404208,"Most or all, or the will allow aspects to die due to inaction."
0.6851003170000001,Food
0.860419333,To keep my potato chips fresh and crispy
0.050240297,Here is no one close enough to me to go frequently
0.448721439,pick your own cable channels
0.017887633,Lack of interest/perceived capability in business
0.603224695,dafb
0.902962327,the simplicity is appealing
0.896082878,Coverage for pre-existing conditions & prevention
0.526949465,put toys in
0.45221805600000003,Reliability is very important - I never want to be stranded
0.535471141,Less violence
0.6852342490000001,Frozen meals for my slow cooker
0.732447088,health
0.970291019,Keep me safe on the road
0.773426712,pretty
0.961898685,good looking pack
0.31423071,Don't puncture easily
0.9502915140000001,Tire safety means maintaining your tires so they can do the work they were designed to do.
0.9125278,The candidate is smart and experienced.
0.109020479,Manager was informed but the other staff did not know what was going on.
0.57685256,I already use many of the products shown
0.963715375,safety is very important in tires because my families lives depend on it.
0.809632063,That i would receive over $400 products and a lovely bag to keep them in.
0.772310257,Natural
0.682980776,Last long
0.198051408,Christmas has become more revenue driven and less family oriented.
0.92378974,again answered
0.9728640909999999,easy to use
0.389832258,College students will no longer have coverage
0.27243256600000004,Chips included
0.716898978,The photo of the chicken breast looks very appetizing
0.643216133,people to go back to work
0.554761469,compare prices
0.404319406,I am voting.
0.055651572,Don't know because I mute the ads
0.8884948490000001,It's fast.
0.46063250299999997,Tax employer based insurance plans
0.0032966659999999997,bad taste
0.23902696399999998,I didn't know they were available
0.720906973,Coffe Trak
0.9117714170000001,Really listen
0.091075368,to freeze things
0.788660288,iug gg hughuhguh
0.415220529,because it would be great coffee
0.743915021,multi use
0.935655415,"Warm weather, barbecuing, drinking beer, bonfires, beaches"
0.600929081,Low sodium
0.55327332,We must retain our 2nd Amendment rights.
0.928280711,The name gives a sense of quality
0.9840480690000001,They provided good traction
0.774977088,Accept feedback from previous or current patients
0.628277957,Used for portioning food
0.8390277620000001,Reliability means that the tires will function as needed at any given time.
0.994027138,"Great make-up, great gift"
0.761810243,Expand people's experiences
0.48600345899999997,"The Present and Congress Lied to us and deceived the people, about cost, rationing, and ..."
0.5801380279999999,More sandwich options
0.82237798,kleene0x wet wipes give you the ability yo clean your self no matter where you go
0.6848102209999999,"Your coffee, your way"
0.8853572609999999,"Something that appeals to me, freshness"
0.430950612,stay young looking
0.452455491,To get coffee
0.796948135,school supplies
0.472217262,fair pricing
0.8943690059999999,I like the idea of more control and rewards
0.366354525,It a great offer with a well branded product but still I am not interested to buy it.
0.991755605,fast and good quality customer service
0.121957257,If a celebrity is being lied about
0.785103142,They are capable of performing things without hinderance.
0.241078243,the philippines had less of criminality incident
0.686018288,Keeping me from accidents
0.980695903,SEEMS INNOVATIVE AND DETERMINED
0.535587072,TOOK TIME TO HELP ME
0.9064443109999999,coffee love
0.9880082609999999,Great for school use.
0.97004503,I use them to pack lunches or meal prep
0.518803299,I want something to snack on
0.9921141859999999,they will keep me and my family safe while driving. they are trustworthy and dependable
0.995046914,"Great for lunches and food storage. Also, for non food items."
0.730087698,It's easy
0.829860151,snacks on the go
0.9863653179999999,Looks tasty
0.15495450800000002,less access
0.889460087,I think it's a cool idea and it's a way that you can be creative.
0.982210398,My children are safe in my car & I dont have to worry
0.565831065,Cereal
0.026497662,lack of working during year
0.5243852139999999,Other interests
0.969961822,allows me to learn more
0.778387487,knowledgeable sales staff
0.22617536800000002,I never selected not to mvote
0.476457298,Purchase of insurance on the exchange
0.985589147,very good
0.465640396,Knowing they won't break
0.689543545,For lunches
0.292725205,Up and over garage door replaced
0.9228011970000001,these beauty treatments refresh your look
0.9866468909999999,love the case
0.49337878799999996,Cost/Value
0.826681793,Very appealing that you receive 12 full sized products in the package for $65
0.7604193090000001,refills
0.572679579,"Cleaning hands, face when water isn't available"
0.841466785,follow up to make sure everything is ok
0.70581615,I would love seeing the beans ground up fresh
0.153397709,High cost since it would be more electronic online health being done
0.898104549,coffee at it finest
0.567098796,Price
0.065022901,not great
0.8205908540000001,Drive safer
0.7444528340000001,My insurance told me who my PCP was
0.91964829,He is my family doctor
0.988048017,GOOD FOOD & EXERCISE
0.025268332999999997,i would feel like i was cheated
0.981221318,The gift and the great amount of good make-up
0.44659221200000004,Rising cost
0.88198489,Compassion
0.122930624,Not Necessary
0.44035485399999996,It stated the exact ingredients and the benefits for buying the product.
0.985113382,Loved the case and all the products
0.873867333,Mandatory enrollment in a health plan
0.812491179,refresh your look with cosmetic treatments
0.962082505,"I health care provider, via my wife's work, and her current health care provider."
0.693520248,Healthcare policy being driven by insurance industry
0.984379709,many new things to try and a great bag with it
0.023773277000000002,this is rediculous
0.624338865,It is on campus
0.603516042,more discussion about single payer
0.995940685,A very good price for the amount of chicken strips.
0.983392835,Low cost and easy to use equipment
0.95634675,convenient to eat in the car
0.135068849,Not Sure
0.370474815,drive more  carefully
0.104137324,"chinese, mexican"
0.39455363200000004,store breastmilk
0.95125854,What I eat and drink
0.512811005,technology
0.593581975,would want to pick the products
0.753968179,The knowledge by the staff was thorough.
0.045565866,won't deflate
0.7950074079999999,"italian, carribean, african, spanish and mediterranean"
0.913426757,The drinks taste good.
0.68029356,better cross functional care
0.7974352840000001,Ability to purchase shows from premium channels
0.921899974,fast charge
0.911471129,more colorful and  it tells more about the product and looks like it will taste good
0.077664048,The affordable care act that needs repealing is the cost these POOR people have to pay.
